mms_spc_num,date_from,date_to,spc_pos_x,spc_pos_y,spc_pos_z,b_msh_x,b_msh_y,b_msh_z,r_rc,method_used
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,1.0,shear
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,4.98,rx_en
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,3.98,va_cs
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,6.97,bisection
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,1.0,shear
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,4.98,rx_en
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,3.98,va_cs
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,6.97,bisection
2,2015-10-16 13:02:02,2015-10-16 13:12:02,8.3,7.07,-4.79,-5.12,-2.4,-17.13,2.88,shear
2,2015-10-16 13:02:02,2015-10-16 13:12:02,8.3,7.07,-4.79,-5.12,-2.4,-17.13,1.92,rx_en
2,2015-10-16 13:02:02,2015-10-16 13:12:02,8.3,7.07,-4.79,-5.12,-2.4,-17.13,3.84,va_cs
2,2015-10-16 13:02:02,2015-10-16 13:12:02,8.3,7.07,-4.79,-5.12,-2.4,-17.13,3.84,bisection
2,2015-10-16 13:02:02,2015-10-16 13:12:02,8.3,7.07,-4.79,-5.12,-2.4,-17.13,2.88,shear
2,2015-10-16 13:02:02,2015-10-16 13:12:02,8.3,7.07,-4.79,-5.12,-2.4,-17.13,1.92,rx_en
2,2015-10-16 13:02:02,2015-10-16 13:12:02,8.3,7.07,-4.79,-5.12,-2.4,-17.13,3.84,va_cs
2,2015-10-16 13:02:02,2015-10-16 13:12:02,8.3,7.07,-4.79,-5.12,-2.4,-17.13,3.84,bisection
2,2015-10-22 06:00:22,2015-10-22 06:10:22,9.62,3.48,-1.96,-1.61,-9.8,-13.66,9.95,shear
2,2015-10-22 06:00:22,2015-10-22 06:10:22,9.62,3.48,-1.96,-1.61,-9.8,-13.66,8.96,rx_en
2,2015-10-22 06:00:22,2015-10-22 06:10:22,9.62,3.48,-1.96,-1.61,-9.8,-13.66,6.97,va_cs
2,2015-10-22 06:00:22,2015-10-22 06:10:22,9.62,3.48,-1.96,-1.61,-9.8,-13.66,1.99,bisection
2,2015-10-22 06:00:22,2015-10-22 06:10:22,9.62,3.48,-1.96,-1.61,-9.8,-13.66,9.95,shear
2,2015-10-22 06:00:22,2015-10-22 06:10:22,9.62,3.48,-1.96,-1.61,-9.8,-13.66,8.96,rx_en
2,2015-10-22 06:00:22,2015-10-22 06:10:22,9.62,3.48,-1.96,-1.61,-9.8,-13.66,6.97,va_cs
2,2015-10-22 06:00:22,2015-10-22 06:10:22,9.62,3.48,-1.96,-1.61,-9.8,-13.66,1.99,bisection
2,2015-11-01 15:03:06,2015-11-01 15:13:06,7.81,6.19,-3.47,5.31,19.92,23.19,10.84,shear
2,2015-11-01 15:03:06,2015-11-01 15:13:06,7.81,6.19,-3.47,5.31,19.92,23.19,4.93,rx_en
2,2015-11-01 15:03:06,2015-11-01 15:13:06,7.81,6.19,-3.47,5.31,19.92,23.19,8.87,va_cs
2,2015-11-01 15:03:06,2015-11-01 15:13:06,7.81,6.19,-3.47,5.31,19.92,23.19,8.87,bisection
2,2015-11-01 15:03:06,2015-11-01 15:13:06,7.81,6.19,-3.47,5.31,19.92,23.19,10.84,shear
2,2015-11-01 15:03:06,2015-11-01 15:13:06,7.81,6.19,-3.47,5.31,19.92,23.19,4.93,rx_en
2,2015-11-01 15:03:06,2015-11-01 15:13:06,7.81,6.19,-3.47,5.31,19.92,23.19,8.87,va_cs
2,2015-11-01 15:03:06,2015-11-01 15:13:06,7.81,6.19,-3.47,5.31,19.92,23.19,8.87,bisection
2,2015-11-12 07:14:21,2015-11-12 07:24:21,11.49,2.3,-1.77,3.72,0.01,10.47,6.6,shear
2,2015-11-12 07:14:21,2015-11-12 07:24:21,11.49,2.3,-1.77,3.72,0.01,10.47,0.0,rx_en
2,2015-11-12 07:14:21,2015-11-12 07:24:21,11.49,2.3,-1.77,3.72,0.01,10.47,3.77,va_cs
2,2015-11-12 07:14:21,2015-11-12 07:24:21,11.49,2.3,-1.77,3.72,0.01,10.47,4.71,bisection
2,2015-11-12 07:14:21,2015-11-12 07:24:21,11.49,2.3,-1.77,3.72,0.01,10.47,6.6,shear
2,2015-11-12 07:14:21,2015-11-12 07:24:21,11.49,2.3,-1.77,3.72,0.01,10.47,0.0,rx_en
2,2015-11-12 07:14:21,2015-11-12 07:24:21,11.49,2.3,-1.77,3.72,0.01,10.47,3.77,va_cs
2,2015-11-12 07:14:21,2015-11-12 07:24:21,11.49,2.3,-1.77,3.72,0.01,10.47,4.71,bisection
2,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.54,-1.44,11.47,13.53,shear
2,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.54,-1.44,11.47,9.92,rx_en
2,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.54,-1.44,11.47,10.82,va_cs
2,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.54,-1.44,11.47,7.21,bisection
2,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.54,-1.44,11.47,13.53,shear
2,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.54,-1.44,11.47,9.92,rx_en
2,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.54,-1.44,11.47,10.82,va_cs
2,2015-12-06 23:33:31,2015-12-06 23:43:31,8.5,-3.91,-0.81,5.54,-1.44,11.47,7.21,bisection
2,2015-12-08 11:15:44,2015-12-08 11:25:44,10.23,1.28,-1.36,11.33,9.29,13.88,15.72,shear
2,2015-12-08 11:15:44,2015-12-08 11:25:44,10.23,1.28,-1.36,11.33,9.29,13.88,13.24,rx_en
2,2015-12-08 11:15:44,2015-12-08 11:25:44,10.23,1.28,-1.36,11.33,9.29,13.88,41.38,va_cs
2,2015-12-08 11:15:44,2015-12-08 11:25:44,10.23,1.28,-1.36,11.33,9.29,13.88,11.59,bisection
2,2015-12-08 11:15:44,2015-12-08 11:25:44,10.23,1.28,-1.36,11.33,9.29,13.88,15.72,shear
2,2015-12-08 11:15:44,2015-12-08 11:25:44,10.23,1.28,-1.36,11.33,9.29,13.88,13.24,rx_en
2,2015-12-08 11:15:44,2015-12-08 11:25:44,10.23,1.28,-1.36,11.33,9.29,13.88,41.38,va_cs
2,2015-12-08 11:15:44,2015-12-08 11:25:44,10.23,1.28,-1.36,11.33,9.29,13.88,11.59,bisection
2,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.66,2.39,-7.46,14.2,shear
2,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.66,2.39,-7.46,2.84,rx_en
2,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.66,2.39,-7.46,7.58,va_cs
2,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.66,2.39,-7.46,6.63,bisection
2,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.66,2.39,-7.46,14.2,shear
2,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.66,2.39,-7.46,2.84,rx_en
2,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.66,2.39,-7.46,7.58,va_cs
2,2015-12-09 01:01:11,2015-12-09 01:11:11,9.91,-3.67,-0.93,2.66,2.39,-7.46,6.63,bisection
2,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.64,37.48,9.72,shear
2,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.64,37.48,3.89,rx_en
2,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.64,37.48,6.81,va_cs
2,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.64,37.48,5.83,bisection
2,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.64,37.48,9.72,shear
2,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.64,37.48,3.89,rx_en
2,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.64,37.48,6.81,va_cs
2,2015-12-14 01:12:40,2015-12-14 01:22:40,10.12,-4.16,-1.19,10.09,-18.64,37.48,5.83,bisection
2,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.77,-12.71,63.76,2.87,shear
2,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.77,-12.71,63.76,1.91,rx_en
2,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.77,-12.71,63.76,5.74,va_cs
2,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.77,-12.71,63.76,4.78,bisection
2,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.77,-12.71,63.76,2.87,shear
2,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.77,-12.71,63.76,1.91,rx_en
2,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.77,-12.71,63.76,5.74,va_cs
2,2016-01-07 09:31:15,2016-01-07 09:41:15,8.88,-1.97,-0.73,19.77,-12.71,63.76,4.78,bisection
2,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.77,12.83,-14.68,58.73,9.78,shear
2,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.77,12.83,-14.68,58.73,2.93,rx_en
2,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.77,12.83,-14.68,58.73,3.91,va_cs
2,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.77,12.83,-14.68,58.73,4.89,bisection
2,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.77,12.83,-14.68,58.73,9.78,shear
2,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.77,12.83,-14.68,58.73,2.93,rx_en
2,2016-01-10 09:08:37,2016-01-10 09:18:37,8.8,-2.4,-0.77,12.83,-14.68,58.73,3.91,va_cs
