mms_spc_num,date_from,date_to,spc_pos_x,spc_pos_y,spc_pos_z,b_msh_x,b_msh_y,b_msh_z,r_rc,method_used
3,2015-09-02 13:40:34,2015-09-02 13:50:34,3.14,9.56,-5.42,5.66,19.78,31.84,7.91,shear
3,2015-09-02 13:40:34,2015-09-02 13:50:34,3.14,9.56,-5.42,5.66,19.78,31.84,13.51,rx_en
3,2015-09-02 13:40:34,2015-09-02 13:50:34,3.14,9.56,-5.42,5.66,19.78,31.84,17.14,va_cs
3,2015-09-02 13:40:34,2015-09-02 13:50:34,3.14,9.56,-5.42,5.66,19.78,31.84,4.94,bisection
3,2015-09-02 15:20:04,2015-09-02 15:30:04,2.35,10.38,-5.22,11.58,20.9,15.01,nan,shear
3,2015-09-02 15:20:04,2015-09-02 15:30:04,2.35,10.38,-5.22,11.58,20.9,15.01,17.33,rx_en
3,2015-09-02 15:20:04,2015-09-02 15:30:04,2.35,10.38,-5.22,11.58,20.9,15.01,nan,va_cs
3,2015-09-02 15:20:04,2015-09-02 15:30:04,2.35,10.38,-5.22,11.58,20.9,15.01,8.51,bisection
3,2015-09-02 15:31:14,2015-09-02 15:41:14,2.25,10.46,-5.17,8.98,13.06,31.3,9.99,shear
3,2015-09-02 15:31:14,2015-09-02 15:41:14,2.25,10.46,-5.17,8.98,13.06,31.3,9.67,rx_en
3,2015-09-02 15:31:14,2015-09-02 15:41:14,2.25,10.46,-5.17,8.98,13.06,31.3,16.11,va_cs
3,2015-09-02 15:31:14,2015-09-02 15:41:14,2.25,10.46,-5.17,8.98,13.06,31.3,9.67,bisection
3,2015-09-02 16:36:24,2015-09-02 16:46:24,1.68,10.83,-4.81,6.03,11.36,25.29,13.68,shear
3,2015-09-02 16:36:24,2015-09-02 16:46:24,1.68,10.83,-4.81,6.03,11.36,25.29,11.73,rx_en
3,2015-09-02 16:36:24,2015-09-02 16:46:24,1.68,10.83,-4.81,6.03,11.36,25.29,18.89,va_cs
3,2015-09-02 16:36:24,2015-09-02 16:46:24,1.68,10.83,-4.81,6.03,11.36,25.29,11.73,bisection
3,2015-09-02 16:43:44,2015-09-02 16:53:44,1.62,10.86,-4.76,-3.01,15.68,23.58,13.92,shear
3,2015-09-02 16:43:44,2015-09-02 16:53:44,1.62,10.86,-4.76,-3.01,15.68,23.58,13.59,rx_en
3,2015-09-02 16:43:44,2015-09-02 16:53:44,1.62,10.86,-4.76,-3.01,15.68,23.58,17.24,va_cs
3,2015-09-02 16:43:44,2015-09-02 16:53:44,1.62,10.86,-4.76,-3.01,15.68,23.58,12.93,bisection
3,2015-09-02 17:02:04,2015-09-02 17:12:04,1.45,10.94,-4.63,-0.55,14.5,30.83,7.33,shear
3,2015-09-02 17:02:04,2015-09-02 17:12:04,1.45,10.94,-4.63,-0.55,14.5,30.83,7.67,rx_en
3,2015-09-02 17:02:04,2015-09-02 17:12:04,1.45,10.94,-4.63,-0.55,14.5,30.83,19.66,va_cs
3,2015-09-02 17:02:04,2015-09-02 17:12:04,1.45,10.94,-4.63,-0.55,14.5,30.83,7.67,bisection
