DateStart,Error
2015-09-03 17:57:24.076000+00:00,local variable 'vp_jet' referenced before assignment
2015-09-03 17:23:54.199000+00:00,local variable 'ind_range_msp' referenced before assignment
2015-09-03 18:18:34.143000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-03 23:11:03.927000+00:00,local variable 'vp_jet' referenced before assignment
2015-09-04 13:07:04.128000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-04 12:36:54.055000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-03 23:25:13.988000+00:00,local variable 'vp_jet' referenced before assignment
2015-09-04 11:36:24.158000+00:00,local variable 'vp_jet' referenced before assignment
2015-09-04 12:16:34.089000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-04 13:25:44.193000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-04 11:42:54.163000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-04 12:09:34.083000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-04 13:15:24.085000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-04 14:36:54.148000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-04 15:07:34.222000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-04 15:46:04.103000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-05 14:10:54.224000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-04 23:02:24.105000+00:00,local variable 'vp_jet' referenced before assignment
2015-09-05 15:27:14.086000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-05 15:47:04.202000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-05 14:55:54.111000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-05 15:54:54.159000+00:00,index 0 is out of bounds for axis 0 with size 0
